"teenused_id";"teenuse_nimi";"vigane_url";"asutus";"haldusala";"õigusakti_pealkiri (olemasolul)";"vea_kirjeldus"
"PRIA-006";"Noore põllumajandustootja toetuse taotlemine";"https://epria.pria.ee/epria";"Põllumajanduse Registrite ja Informatsiooni Amet";"Maaeluministeeriumi haldusala";"pole";"vigane viide kanalile"
"PRIA-095";"PRIA klientide võlgade/tagasinõuete  haldus";"https://epria.pria.ee/epria";"Põllumajanduse Registrite ja Informatsiooni Amet";"Maaeluministeeriumi haldusala";"pole";"vigane viide kanalile"
"PRIA-021";"Loomade andmete vaatamine";"https://epria.pria.ee/epria";"Põllumajanduse Registrite ja Informatsiooni Amet";"Maaeluministeeriumi haldusala";"pole";"vigane viide kanalile"
"JÄMV-010";"Lapsendamine";"https://jarva.maavalitsus.ee/lapsendamine";"Järva Maavalitsus";"Rahandusministeeriumi haldusala";"pole";"vigane viide kanalile"
"HITS-003";"Plagiaadi tuvastamine";"https://kratt.edu.ee/";"Hariduse Infotehnoloogia Sihtasutus";"Haridus- ja Teadusministeeriumi haldusala";"pole";"vigane viide kanalile"
"PMA-004";"Seemnete sertifitseerimine ja kontroll";"https://portaal.agri.ee/epm-portal/et/home";"Põllumajandusamet";"Maaeluministeeriumi haldusala";"pole";"vigane viide kanalile"
"PMA-009";"Maaparanduse kooskõlastused ja tõendusdokumendid";"https://portaal.agri.ee/epm-portal/et/kliendi_valik";"Põllumajandusamet";"Maaeluministeeriumi haldusala";"pole";"vigane viide kanalile"
"PMA-015";"Väetise tootmine ja turustamine";"https://portaal.agri.ee/epm-portal/et/kliendi_valik";"Põllumajandusamet";"Maaeluministeeriumi haldusala";"pole";"vigane viide kanalile"
"PMA-006";"Maaparandusehitiste rajamine";"https://portaal.agri.ee/epm-portal/et/kliendi_valik";"Põllumajandusamet";"Maaeluministeeriumi haldusala";"pole";"vigane viide kanalile"
"PMA-019";"Seemnekartuli tootmine ja turustamine";"https://portaal.agri.ee/epm-portal/et/kliendi_valik";"Põllumajandusamet";"Maaeluministeeriumi haldusala";"pole";"vigane viide kanalile"
"MFA-023";"Lühiajalise välisriigis viibimise registreerimine";"https://rakendused.vm.ee/eelregistreerimine/";"Välisministeerium";"Välisministeeriumi haldusala";"pole";"vigane viide kanalile"
"RM-005";"Struktuuritoetuste rakendamine";"https://sfos.fin.ee";"Rahandusministeerium";"Rahandusministeeriumi haldusala";"pole";"vigane viide kanalile"
"TERV-009";"Terviseandmete statistika";"https://statistika.digilugu.ee";"Eesti E-tervise SA";"Sotsiaalministeeriumi haldusala";"pole";"vigane viide kanalile"
"RIA-009";"DVK universaalkliendi (UK) tarkvara allalaadimine";"https://svn.eesti.ee/projektid/dvk/client/";"Riigi Infosüsteemi Amet (RIA)";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"pole";"vigane viide kanalile"
"SIM-002";"Eesti poolt isikule kehtestatud sissesõidukeelu kehtivuse kontrollimine";"https://vana.siseministeerium.ee/17115/";"Siseministeerium";"Siseministeeriumi haldusala";"pole";"vigane viide kanalile"
"ENTK-017";"Huvikoolide toetamine";"https://www.entk.ee/varaait-vol-12";"Eesti Noorsootöö Keskus";"Haridus- ja Teadusministeeriumi haldusala";"pole";"vigane viide kanalile"
"RES-101";"Interaktiivne kodu tuleohutuse test";"https://www.kodutuleohutuks.ee/";"Päästeamet";"Siseministeeriumi haldusala";"pole";"vigane viide kanalile"
"PPA-031";"Teabenõude/selgitustaotluse/märgukirja esitamine Politsei- ja Piirivalveametile";"https://www.politsei.ee/et/teenused/e-teenused/index.dot";"Politsei- ja Piirivalveamet";"Siseministeeriumi haldusala";"pole";"vigane viide kanalile"
"RAVI-026";"Narkootiliste ja psühhotroopsete ainete teaduslikuks eesmärgiks kasutamise loa taotlemine";"https://www.ravimiamet.ee/narkootilised-ja-ps%C3%BChhotroopsed-ained-ja-ravimid";"Ravimiamet";"Sotsiaalministeeriumi haldusala";"pole";"vigane viide kanalile"
"MKM-007";"Avalike teenuste pakkumise arendamiseks toetuse taotlemine";"https://www.ria.ee/avalike-teenuste-arendamine-sf/";"Majandus- ja Kommunikatsiooniministeerium";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"pole";"vigane viide kanalile"
"RIA-010";"DVK dokumendi saatmise katkestamine";"https://www.ria.ee/dokumendivahetus/";"Riigi Infosüsteemi Amet (RIA)";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"pole";"vigane viide kanalile"
"RIA-044";"x-tee turvaserveri IP muutmine (test-ja toodangukeskkond)";"https://www.ria.ee/ee/x-tee-kkk.html#ipmuutmine";"Riigi Infosüsteemi Amet (RIA)";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"pole";"vigane viide kanalile"
"RIA-045";"x-tee turvaserveri tarkvara";"https://www.ria.ee/ee/x-tee-kkk.html#uuendus";"Riigi Infosüsteemi Amet (RIA)";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"pole";"vigane viide kanalile"
"RIA-024";"Digitaalne arhiiv";"https://www.ria.ee/taristu.html";"Riigi Infosüsteemi Amet (RIA)";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"pole";"vigane viide kanalile"
"RIA-025";"Inkubatsioon ehk uue teenuse majutamine juurutamisfaasis";"https://www.ria.ee/taristu.html";"Riigi Infosüsteemi Amet (RIA)";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"pole";"vigane viide kanalile"
"RIA-023";"Varuvõimsus";"https://www.ria.ee/taristu.html";"Riigi Infosüsteemi Amet (RIA)";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"pole";"vigane viide kanalile"
"RIA-021";"BI komponentide majutus";"https://www.ria.ee/taristu.html";"Riigi Infosüsteemi Amet (RIA)";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"pole";"vigane viide kanalile"
"RIA-022";"Hostelteenus";"https://www.ria.ee/taristu.html";"Riigi Infosüsteemi Amet (RIA)";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"pole";"vigane viide kanalile"
"RIA-008";"x-teega liitumine (arenduskeskkond)";"https://www.ria.ee/x-tee-keskkonnad/";"Riigi Infosüsteemi Amet (RIA)";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"pole";"vigane viide kanalile"
"SISE-002";"Eesti tudengitele haridusasutustesse sisseastumise infosüsteem (SAIS)";"https://www.sais.ee/avalik/kes_et.html";"Sisekaitseakadeemia";"Siseministeeriumi haldusala";"pole";"vigane viide kanalile"
"ENTK-004";"Stardiplats";"https://www.stardiplats.ee/";"Eesti Noorsootöö Keskus";"Haridus- ja Teadusministeeriumi haldusala";"pole";"vigane viide kanalile"
"TJA-043";"Raadiosagedusloa muutmine";"Sagedusloa omanik esitab TJA-le  taotluse sagedusloa tingimuste muutmiseks.";"Tehnilise Järelevalve Amet";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"pole";"vigane viide kanalile"
"AKI-014";"Delikaatsete isikuandmete töötlejate register avaandmetena";"https://www.riigiteataja.ee/akt/112072014051?leiaKehtiv; https://www.riigiteataja.ee/akt/112032015010?leiaKehtiv";"Andmekaitse Inspektsioon";"Justiitsministeeriumi haldusala";"";"vigane viide regulatsioonile"
"AKI-015";"Määratud isikuandmete kaitse eest vastutavad isikud, avaandmetena";"https://www.riigiteataja.ee/akt/112072014051?leiaKehtiv; https://www.riigiteataja.ee/akt/112032015010?leiaKehtiv";"Andmekaitse Inspektsioon";"Justiitsministeeriumi haldusala";"";"vigane viide regulatsioonile"
"AKK-003";"Kaitstud töö erivajadustega inimestele";"http://www.struktuurifondid.ee/public/TVR_3.1.1_SoM.pdf";"Astangu Kutserehabilitatsiooni Keskus";"Sotsiaalministeeriumi haldusala";"Töövõimereformi sihtrühma töövõimelisuse tõstmine ja nende töötamise soodustamine";"vigane viide regulatsioonile"
"AKK-003";"Kaitstud töö erivajadustega inimestele";"http://www.struktuurifondid.ee/public/TAT_hoolekandeteenused_1.pd";"Astangu Kutserehabilitatsiooni Keskus";"Sotsiaalministeeriumi haldusala";"Tööturul osalemist toetavad hoolekandeteenused";"vigane viide regulatsioonile"
"AKK-007";"Hindamine ja nõustamine sobivate tegevusvõimaluste väljaselgitamiseks (erivajadustega inimestele)";"http://www.struktuurifondid.ee/public/TAT_hoolekandeteenused_1.pdf";"Astangu Kutserehabilitatsiooni Keskus";"Sotsiaalministeeriumi haldusala";"Tööturul osalemist toetavad hoolekandeteenused";"vigane viide regulatsioonile"
"AKK-008";"Abivahendivajaduse hindamine ja nõustamine";"http://www.struktuurifondid.ee/public/TAT_hoolekandeteenused_1.pdf";"Astangu Kutserehabilitatsiooni Keskus";"Sotsiaalministeeriumi haldusala";"Tööturul osalemist toetavad hoolekandeteenused";"vigane viide regulatsioonile"
"AKK-009";"Keskkonna kohandamise vajaduse hindamine ja nõustamine";"http://www.struktuurifondid.ee/public/TAT_hoolekandeteenused_1.pdf";"Astangu Kutserehabilitatsiooni Keskus";"Sotsiaalministeeriumi haldusala";"Tööturul osalemist toetavad hoolekandeteenused";"vigane viide regulatsioonile"
"ARCH-008";"Teaduse ja kõrghariduse struktuuritoetuste vahendamine";"http://www.struktuurifondid.ee/public/Rakenduskava.pdf";"Sihtasutus Archimedes";"Haridus- ja Teadusministeeriumi haldusala";"Ühtekuuluvuspoliitika fondide rakenduskava 2014-2020 ";"vigane viide regulatsioonile"
"ESM-001";"Spordiajalooliste näituste koostamine";"http://www.spordimuuseum.ee/teenused";"Eesti Spordimuuseum";"Kultuuriministeeriumi haldusala";"Eesti spordimuuseumi kodulehekülg";"vigane viide regulatsioonile"
"ESM-002";"Näituseinventari laenutamine";"http://www.spordimuuseum.ee/teenused";"Eesti Spordimuuseum";"Kultuuriministeeriumi haldusala";"Eesti spordimuuseumi kodulehekülg";"vigane viide regulatsioonile"
"ETAG-002";"Teadus- ja arendustegevuse riiklike toetuste taotlemine";"http://www.ut.ee/sites/default/files/livelink_files/kehtib_alates_01.01.2014_institutsionaalse_uurimistoetuse_taotlemise_kord_2014._aastal.pdf";"Eesti Teadusagentuur";"Haridus- ja Teadusministeeriumi haldusala";"Institutsionaalse uurimistoetuse taotlemise kord 2014. aastal";"vigane viide regulatsioonile"
"HITS-003";"Plagiaadi tuvastamine";"https://kratt.edu.ee/";"Hariduse Infotehnoloogia Sihtasutus";"Haridus- ja Teadusministeeriumi haldusala";"Kratt";"vigane viide regulatsioonile"
"KKA-001";"FOKA registris andmete registreerimine";"http://www.keskkonnaamet.ee/teenused/valisohukaitse/fluoritud-kasvuhoonegaasid-ja-osoonikihti-kahandavad-ained/foka-register-2/";"Keskkonnaamet";"Keskkonnaministeeriumi haldusala";"Fluoritud kasvuhoonegaase ja osoonikihti kahandavaid aineid sisaldavate seadmete ja käitlemistoimingute (FOKA) register";"vigane viide regulatsioonile"
"KKA-002";"Käitlemisloa väljastamine";"http://www.keskkonnaamet.ee/teenused/valisohukaitse/fluoritud-kasvuhoonegaasid-ja-osoonikihti-kahandavad-ained/kaitlemisload/";"Keskkonnaamet";"Keskkonnaministeeriumi haldusala";"Käitlemisload";"vigane viide regulatsioonile"
"KKA-003";"Keskkonnatasu deklaratsiooni esitamine";"http://www.keskkonnaamet.ee/public/images/16._Keskkonnatasu_deklareerimine.pdf";"Keskkonnaamet";"Keskkonnaministeeriumi haldusala";"Keskkonnatasu deklaratsiooni esitamise teenusstandard";"vigane viide regulatsioonile"
"KKA-004";"FOKA registris hooldustöötajate registreerimine";"http://www.keskkonnaamet.ee/teenused/valisohukaitse/fluoritud-kasvuhoonegaasid-ja-osoonikihti-kahandavad-ained/kutsetunnistused-ja-sertifikaadid/";"Keskkonnaamet";"Keskkonnaministeeriumi haldusala";"Pädevust tõendavad dokumendid";"vigane viide regulatsioonile"
"KKA-005";"Ohtlike jäätmete käitluslitsentsi väljastamine";"http://www.keskkonnaamet.ee/teenused/jaatmed-2/ohtlike-jaatmete-kaitluslitsents/";"Keskkonnaamet";"Keskkonnaministeeriumi haldusala";"Ohtlike jäätmete käitluslitsents";"vigane viide regulatsioonile"
"KKA-006";"Jäätmeloa omamise kohustusest vabastatud isiku või tavajäätmete vedaja registreerimistõendi väljastamine";"http://www.keskkonnaamet.ee/teenused/jaatmed-2/registreerimistoend/";"Keskkonnaamet";"Keskkonnaministeeriumi haldusala";"Registreerimistõend";"vigane viide regulatsioonile"
"KKA-007";"Jäätmeloa väljastamine";"http://www.keskkonnaamet.ee/teenused/jaatmed-2/jaatmeluba/";"Keskkonnaamet";"Keskkonnaministeeriumi haldusala";"Jäätmeloa nõue";"vigane viide regulatsioonile"
"KKA-008";"Välisõhu saasteloa väljastamine";"http://www.keskkonnaamet.ee/teenused/valisohukaitse/saasteluba-ja-erisaasteluba/";"Keskkonnaamet";"Keskkonnaministeeriumi haldusala";"Välisõhu saasteluba ja erisaasteluba";"vigane viide regulatsioonile"
"KKA-009";"Lõhnaaine vähendamise tegevuskava kinnitamine";"http://www.keskkonnaamet.ee/teenused/valisohukaitse/saasteluba-ja-erisaasteluba/";"Keskkonnaamet";"Keskkonnaministeeriumi haldusala";"Välisõhu saasteluba ja erisaasteluba";"vigane viide regulatsioonile"
"KKA-010";"Orgaanilisi lahusteid kasutava käitise registreerimistõendi väljastamine";"http://www.keskkonnaamet.ee/teenused/valisohukaitse/orgaaniliste-lahustite-kasutaja-registreerimine/";"Keskkonnaamet";"Keskkonnaministeeriumi haldusala";"Orgaaniliste lahustite kasutaja registreerimine";"vigane viide regulatsioonile"
"KKA-011";"Vee erikasutusloa väljastamine";"http://www.keskkonnaamet.ee/teenused/vesi-2/vee-erikasutusluba/";"Keskkonnaamet";"Keskkonnaministeeriumi haldusala";"Vee erikasutusluba";"vigane viide regulatsioonile"
"KKA-014";"Veehaarde sanitaarkaitseala vähendamise või suurendamise taotlemine";"http://www.keskkonnaamet.ee/teenused/vesi-2/veehaarde-sanitaarkaitseala/";"Keskkonnaamet";"Keskkonnaministeeriumi haldusala";"Veehaarde sanitaarkaitseala";"vigane viide regulatsioonile"
"KKA-015";"Keskkonnakompleksloa taotlemine ning loa muutmine";"http://www.keskkonnaamet.ee/teenused/keskkonnakorraldus-2/keskkonnakompleksluba/";"Keskkonnaamet";"Keskkonnaministeeriumi haldusala";"Keskkonnakompleksluba";"vigane viide regulatsioonile"
"KKA-016";"Kaevise võõrandamise või väljaspool kinnisasja kasutamise nõusoleku taotlemine";"http://www.keskkonnaamet.ee/teenused/maapou-6/kaevisekatendi-voorandamine-voi-valjaspool-kinnisasja-kasutamine/";"Keskkonnaamet";"Keskkonnaministeeriumi haldusala";"Kaevise või katendi võõrandamine või väljaspool kinnisasja kasutamine";"vigane viide regulatsioonile"
"KKA-017";"Maavaravaru või loodusliku kivimi teisele kinnisasjale transportimise nõusoleku taotlemine";"http://www.keskkonnaamet.ee/teenused/maapou-6/kaevisekatendi-voorandamine-voi-valjaspool-kinnisasja-kasutamine/";"Keskkonnaamet";"Keskkonnaministeeriumi haldusala";"Kaevise või katendi võõrandamine või väljaspool kinnisasja kasutamine";"vigane viide regulatsioonile"
"KKA-018";"Kalastuskaardi taotlemine";"http://www.keskkonnaamet.ee/teenused/kalandus-3/kalastuskaardi-valjastamine-ja/";"Keskkonnaamet";"Keskkonnaministeeriumi haldusala";"Kalastuskaardi taotlemine";"vigane viide regulatsioonile"
"KKA-020";"Maavara kaevandamise loa taotlemine";"http://www.keskkonnaamet.ee/teenused/maapou-6/kaevandamisluba/";"Keskkonnaamet";"Keskkonnaministeeriumi haldusala";"Kaevandamisluba";"vigane viide regulatsioonile"
"KKA-021";"Üldgeoloogilise uurimistöö ja geoloogilise uuringu loa taotlemine";"http://www.keskkonnaamet.ee/teenused/maapou-6/uldgeoloogilise-uurimistoo-ja-geoloogilise-uuringu-luba/";"Keskkonnaamet";"Keskkonnaministeeriumi haldusala";"Üldgeoloogilise uurimistöö ja geoloogilise uuringu luba";"vigane viide regulatsioonile"
"KKA-022";"Loomade/lindude tekitatud kahju hüvitamise taotlemine";"http://www.keskkonnaamet.ee/teenused/looduskaitse-2/loomalindude-tekitatud-kahju-huvitamine/";"Keskkonnaamet";"Keskkonnaministeeriumi haldusala";"Looma- ja linnukahjude ennetamine";"vigane viide regulatsioonile"
"KKA-026";"Kiirgustegevusloa taotlemine";"http://www.keskkonnaamet.ee/teenused/kiirgus-2/";"Keskkonnaamet";"Keskkonnaministeeriumi haldusala";"Kiirgustegevusluba";"vigane viide regulatsioonile"
"KKA-027";"Kvalifitseeritud kiirguseksperdi litsentsi taotlemine";"http://www.keskkonnaamet.ee/teenused/kiirgus-2/kiirguseksperdi-tegevuslitsents/";"Keskkonnaamet";"Keskkonnaministeeriumi haldusala";"Kiirguseksperdi tunnistus";"vigane viide regulatsioonile"
"KKA-028";"Kiirgustaseme mõõtmine";"http://www.keskkonnaamet.ee/teenused/kiirgus-2/kiirgustaseme-mootmine-ja-kiirgusohutushinnang/";"Keskkonnaamet";"Keskkonnaministeeriumi haldusala";"Kiirgustaseme mõõtmine ja kiirgusohutushinnang";"vigane viide regulatsioonile"
"KKA-029";"Kiirgustöötajate isikudooside seire";"http://www.keskkonnaamet.ee/teenused/kiirgus-2/kiirgustootajate-isikudooside-seire/";"Keskkonnaamet";"Keskkonnaministeeriumi haldusala";"Kiirgustöötajate isikudooside kiirgusseire";"vigane viide regulatsioonile"
"KKA-030";"Kiirgusohutushinnangu osutamine";"http://www.keskkonnaamet.ee/teenused/kiirgus-2/kiirgustaseme-mootmine-ja-kiirgusohutushinnang/";"Keskkonnaamet";"Keskkonnaministeeriumi haldusala";"Kiirgustaseme mõõtmine ja kiirgusohutushinnang";"vigane viide regulatsioonile"
"KKA-031";"Radooni mõõtmine";"http://www.keskkonnaamet.ee/teenused/kiirgus-2/radooni-mootmine/";"Keskkonnaamet";"Keskkonnaministeeriumi haldusala";"Radooni mõõtmine";"vigane viide regulatsioonile"
"PMK-001";"Taimekahjustajate laboratoorne määramine";"http://pmk.agri.ee/files/f413/Lisa%204.pdf";"Põllumajandusuuringute Keskus";"Maaeluministeeriumi haldusala";"Taimetervise ja mikrobiloogia laboratooriumi taimetervise sektrori teenustööde hinnakiri";"vigane viide regulatsioonile"
"PMK-001";"Taimekahjustajate laboratoorne määramine";"http://pmk.agri.ee/files/f401/TTMBL_pohimaarus.pdf";"Põllumajandusuuringute Keskus";"Maaeluministeeriumi haldusala";"Põllumajandusuuringute keskuse taimetervise ja mikrobioloogia laboratooriumi põhimäärus";"vigane viide regulatsioonile"
"PMK-002";"Mikrobioloogilised analüüsid taimsetest saadustest, söödast, kompostist ja mullast";"http://pmk.agri.ee/files/f413/Lisa%205.pdf";"Põllumajandusuuringute Keskus";"Maaeluministeeriumi haldusala";"Taimetervise ja mikrobioloogia laboratooriumi mikrobioloogia sektori teenustööde hinnakiri";"vigane viide regulatsioonile"
"PMK-002";"Mikrobioloogilised analüüsid taimsetest saadustest, söödast, kompostist ja mullast";"http://pmk.agri.ee/files/f401/TTMBL_pohimaarus.pdf";"Põllumajandusuuringute Keskus";"Maaeluministeeriumi haldusala";"Põllumajandusuuringute keskuse taimetervise ja mikrobioloogia laboratooriumi põhimäärus";"vigane viide regulatsioonile"
"PMK-003";"Taimekaitsevahendite, jälgelementide ja mükotoksiinide sisaldus määramine";"http://pmk.agri.ee/files/f413/Lisa%202.pdf";"Põllumajandusuuringute Keskus";"Maaeluministeeriumi haldusala";"Jääkide ja saasteainete laboratooriumi teenustööde hinnakiri";"vigane viide regulatsioonile"
"PMK-003";"Taimekaitsevahendite, jälgelementide ja mükotoksiinide sisaldus määramine";"http://pmk.agri.ee/files/f490/JSL.pdf";"Põllumajandusuuringute Keskus";"Maaeluministeeriumi haldusala";"Jääkide ja saasteainete labori põhimäärus";"vigane viide regulatsioonile"
"PMK-004";"Teravilja ja teraviljasaaduste nõuetekohasuse tõendamine";"http://pmk.agri.ee/files/f220/VSO_pohimaarus.pdf";"Põllumajandusuuringute Keskus";"Maaeluministeeriumi haldusala";"Põllumajandusuuringute Keskuse vastavustõendamise ja sertifitseerimise osakonna põhimäärus";"vigane viide regulatsioonile"
"PMK-004";"Teravilja ja teraviljasaaduste nõuetekohasuse tõendamine";"http://pmk.agri.ee/files/f413/Lisa%207.pdf";"Põllumajandusuuringute Keskus";"Maaeluministeeriumi haldusala";"Vastavustõendamise ja sertifitseerimise osakonna teenustööde nimekiri";"vigane viide regulatsioonile"
"PMK-005";"Seemnete kvaliteedi määramine";"http://pmk.agri.ee/files/f491/skl.PDF";"Põllumajandusuuringute Keskus";"Maaeluministeeriumi haldusala";"Seemnekontrolli laboratooriumi põhimäärus";"vigane viide regulatsioonile"
"PMK-005";"Seemnete kvaliteedi määramine";"http://pmk.agri.ee/files/f413/Lisa%206.pdf";"Põllumajandusuuringute Keskus";"Maaeluministeeriumi haldusala";"Seemnekontrolli laboratooriumi hinnakiri";"vigane viide regulatsioonile"
"PMK-006";"Mulla, kasvusubstraadi, mineraal- ja lubiväetiste, orgaaniliste väetiste ja turba ning sõnniku analüüsid";"http://pmk.agri.ee/files/f402/akl_pohimaarus.pdf";"Põllumajandusuuringute Keskus";"Maaeluministeeriumi haldusala";"Põllumajandusuuringute keskuse agrokeemia laboratooriumi põhimäärus";"vigane viide regulatsioonile"
"PMK-006";"Mulla, kasvusubstraadi, mineraal- ja lubiväetiste, orgaaniliste väetiste ja turba ning sõnniku analüüsid";"http://pmk.agri.ee/files/f413/Lisa%203.pdf";"Põllumajandusuuringute Keskus";"Maaeluministeeriumi haldusala";"Agrokeemia laboratooriumi teenustööde hinnakiri";"vigane viide regulatsioonile"
"PMK-007";"Teravilja, teraviljasaaduse ja söötade laboratoorne analüüs";"http://pmk.agri.ee/files/f413/Lisa%201.pdf";"Põllumajandusuuringute Keskus";"Maaeluministeeriumi haldusala";"Taimse materjali laboratooriumi teenustööde hinnakiri";"vigane viide regulatsioonile"
"SISE-002";"Eesti tudengitele haridusasutustesse sisseastumise infosüsteem (SAIS)";"https://www.sais.ee/avalik/kes_et.html";"Sisekaitseakadeemia";"Siseministeeriumi haldusala";"";"vigane viide regulatsioonile"
"TEHV-001";"Kodulehekülg";"http://www.tehvandisa.ee/tervisespordikeskus";"SA Tehvandi Spordikeskus";"Kultuuriministeeriumi haldusala";"Tehvandi spordikeskuse koduleht";"vigane viide regulatsioonile"
"TJA-051";"Ajatempliteenuse osutaja registreerimine";"http://www.tja.ee/digitaalallkiri/";"Tehnilise Järelevalve Amet";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Digitaalallkiri";"vigane viide regulatsioonile"
"TMM-001";"Tellimisvorm museaalidest digikoopiate valmistamiseks";"http://tmm.ee/uurijale/tellimisvorm";"Eesti Teatri- ja Muusikamuuseum";"Kultuuriministeeriumi haldusala";"";"vigane viide regulatsioonile"
"TMV-005";"Surma registreerimine";"https://www.riigiteataja.ee/akt/121122010014,https://www.riigiteataja.ee/akt/128122010020,https://www.riigiteataja.ee/akt/109122010006";"Tartu Maavalitsus";"Rahandusministeeriumi haldusala";"";"vigane viide regulatsioonile"
"VET-015";"Elusloomade veoloa taotlemine";"http://eur-lex.europa.eu/legal-content/ET/TXT/PDF/?uri=CELEX:32005R0001&qid=1470637768136&from=en";"Veterinaar- ja Toiduamet";"Maaeluministeeriumi haldusala";"Council Regulation (EC) No 1/2005 of 22 December 2004 on the protection of animals during transport and related operations and amending Directives 64/432/EEC and 93/119/EC and Regulation (EC) No 1255/97 ";"vigane viide regulatsioonile"
"VET-016";"Elusloomi vedava maanteesõiduki juhi või saatja pädevustunnistuse taotlemine";"http://eur-lex.europa.eu/legal-content/ET/TXT/PDF/?uri=CELEX:32005R0001&qid=1470637768136&from=en";"Veterinaar- ja Toiduamet";"Maaeluministeeriumi haldusala";"Council Regulation (EC) No 1/2005 of 22 December 2004 on the protection of animals during transport and related operations and amending Directives 64/432/EEC and 93/119/EC and Regulation (EC) No 1255/97 ";"vigane viide regulatsioonile"
